"speciesid","population","season","mean.emergence","median.emergence","q1","q3","first","last","sd","run"
9,187,32,124.83422459893,125,122.5,126.5,119,131.7,4.07712011116879,9
10,216,32,109.930555555556,110,107,112,104,117,4.42821730802947,9
13,201,32,116.716417910448,116,113,120,107,128,6.32725683882657,9
15,101,32,143.19801980198,144,141,147,133,152,5.59109971647832,9
20,167,32,95.4191616766467,96,93,99,86.3,103,5.40451544958357,9
1,249,33,106.807228915663,107,104,110,99,115,4.97605029760771,9
2,79,33,121.987341772152,122,119,125,115.9,129,4.52200792389239,9
6,235,33,126.297872340426,126,123,129,118,135,5.16941570214489,9
7,146,33,127.931506849315,128,125,131,118.25,136,5.11611050303481,9
9,184,33,125.25,125,123,128,118.15,132,4.07611998085933,9
10,222,33,110.207207207207,110,107,112,103.05,118,4.67227718200324,9
13,186,33,116.349462365591,116,113,119,107.25,128,6.05036739837613,9
15,117,33,143.376068376068,144,140,147,133,150.2,5.45629420743081,9
20,180,33,95.7333333333333,97,93,99,88,102,4.92921968509323,9
1,244,34,106.840163934426,107,103.75,109,99,116,5.40338500574779,9
2,92,34,121.95652173913,122,120,124,114.55,129,4.43243054271646,9
6,250,34,125.904,126,123,129,118,135,4.98096618101203,9
7,128,34,129.34375,129,126.75,132,120.7,137,4.89646747163579,9
9,197,34,124.944162436548,125,123,128,119,130.2,3.85607510803224,9
10,201,34,110.562189054726,110,108,113,103,118,4.65374721961556,9
13,193,34,117.217616580311,116,113,121,109,129,6.3232623204369,9
15,104,34,143.211538461538,144,140.75,147,131.15,150,5.92620161413041,9
20,188,34,95.7553191489362,96,93,99,86,103.65,5.29591946683516,9
1,269,35,107.159851301115,107,103,110,100,116,4.97835853561688,9
2,94,35,122.81914893617,123,120,125,114,132,5.12837932847399,9
6,253,35,125.525691699605,126,123,128,117,133,4.79462455452556,9
7,121,35,128.768595041322,129,126,131,120,138,5.43715662606003,9
9,177,35,125.090395480226,125,123,127,120,130,3.62797970977305,9
10,197,35,109.730964467005,110,107,112,103,118,4.39081899103075,9
13,195,35,117.015384615385,116,113,120,109,130.3,6.56723899922623,9
15,107,35,144.093457943925,145,142,147,137.3,151,5.14787501548954,9
20,183,35,95.7978142076503,97,93.5,99,86,103,5.06415930651624,9
1,234,36,107.119658119658,107,104,110,100.65,114.35,4.62250957082856,9
2,75,36,121.933333333333,122,119,125,113.7,129.3,4.58060934614402,9
6,286,36,125.877622377622,126,123,129,119,134,4.84956745519794,9
7,141,36,128.666666666667,129,126,131,122,135,4.31056288446792,9
9,192,36,124.911458333333,124,123,127,119,131,3.70332720902474,9
10,203,36,110.788177339901,110,108,113,104,119.9,4.57711246777401,9
13,182,36,116.230769230769,116,112,120,108,127,6.52505061994619,9
15,96,36,143.3125,144.5,140,147,134.75,150,4.98062033760539,9
20,187,36,95.8288770053476,96,93,99,86,103,5.0855710203546,9
1,253,37,107.474308300395,107,104,111,99,115,4.90670217214791,9
2,75,37,122.573333333333,122,119.5,125.5,115.7,133.3,5.43555197061211,9
6,265,37,125.769811320755,126,123,128,118,134.8,5.16432931877414,9
7,156,37,128.884615384615,129,126,132.25,120.75,136.25,5.23137129800287,9
9,192,37,124.619791666667,124,122,127,118,131,3.90411569092128,9
10,202,37,110.420792079208,110,108,113,104,118.95,4.64202770996,9
13,165,37,116.90303030303,117,113,121,108,128,6.46210741358312,9
15,93,37,143.150537634409,144,140,146,136,150,4.73411815524363,9
20,197,37,95.5786802030457,96,92,99,86.8,103,4.78626353823232,9
1,252,38,107.27380952381,107,104.75,110,98,115,5.14185510063487,9
2,81,38,121.975308641975,122,120,124,116,129,4.03105230877117,9
6,262,38,125.973282442748,126,123,129,117.05,135,5.27729648113554,9
7,158,38,129,129,126,132,121.85,135,4.62890392991221,9
9,200,38,125.22,125,123,127,119,131,3.71626872902535,9
10,175,38,110.445714285714,110,107,113,103.7,117.3,4.41342927482419,9
13,163,38,116.773006134969,116,113,120,107,128.8,6.54264322835522,9
15,99,38,143.20202020202,144,140.5,146,131.9,150.2,5.43416966599051,9
20,204,38,95.9264705882353,96,93,99,88,103,4.63542636978224,9
1,251,39,107.091633466135,107,104,110,100.5,115,4.64279761793636,9
2,82,39,122.073170731707,122,119,124,116,130,4.57794090271624,9
6,268,39,126.388059701493,127,123.75,129,118.35,134,4.68707753793445,9
7,132,39,129.265151515152,129.5,127,132,121,136,4.57317076179783,9
9,199,39,125.231155778894,125,123,127.5,119,132,4.05228881214364,9
10,153,39,110.111111111111,110,108,113,104,116,3.84152442937963,9
13,183,39,116.491803278689,117,113,120,106,126,6.60325332110063,9
15,121,39,144.173553719008,144,141,147,137,151,4.62182807618806,9
20,207,39,95.695652173913,96,93,99,86,102,5.17922759495771,9
1,242,40,107.309917355372,107,105,110,101,115,4.4122407054618,9
2,98,40,122.15306122449,122,119,125,115,129,4.21424203067647,9
6,265,40,125.977358490566,126,123,129,118,134,4.74815121554639,9
7,127,40,128.850393700787,129,126,131.5,122.3,136,4.47050073570025,9
9,202,40,125.19801980198,125,123,127,119.05,132,3.88649864031855,9
10,149,40,110.395973154362,110,108,113,103,118,4.3118610642172,9
13,183,40,117.142076502732,117,113,121,108.1,128,6.71733284121084,9
15,113,40,144.194690265487,145,142,147,134,151.4,5.63448946711179,9
20,214,40,96.2990654205608,97,93,100,87,103.35,4.88499658246795,9
1,262,41,107.62213740458,108,104,111,99,116,5.28048224426572,9
2,99,41,122.040404040404,122,119,124,116,129.1,4.19649803448696,9
6,262,41,126.282442748092,126,123,129,119,135,5.12715676948299,9
7,110,41,129.045454545455,129,126,132,121.45,137.55,5.15340159085536,9
9,194,41,124.453608247423,125,123,126,119,130,3.63779987758558,9
10,139,41,110.014388489209,110,108,112,104,116,3.78591135719053,9
13,206,41,116.446601941748,116,113,119,106,127.75,6.37254500653302,9
15,104,41,144.903846153846,145,142,148,137,152,4.65826175082598,9
20,221,41,95.8325791855204,96,93,99,88,104,4.98488872396286,9
1,276,42,107.213768115942,107,104,110,99,116,5.33270788493372,9
2,101,42,121.732673267327,122,119,125,115,128,4.18303977774276,9
6,233,42,126.240343347639,126,123,129,119,134.4,4.75455352183032,9
7,115,42,128.791304347826,129,126,132,117.4,138,5.9684780924364,9
9,200,42,125.33,125,123,127,120,131,3.46426118063263,9
10,143,42,110.321678321678,110,108,112,104.1,117,4.24363881625623,9
13,195,42,116.328205128205,117,112,120,106,126.3,6.80546887110974,9
15,115,42,144.565217391304,145,141,147,136.7,154,4.77590890547329,9
20,218,42,95.4357798165138,96,93,99,86,103,5.10786910643163,9
1,285,43,107.157894736842,107,105,110,99,115,5.11965789489021,9
2,112,43,121.491071428571,121,118,124,115,128,5.11136436663888,9
6,213,43,126.389671361502,126,123,130,119,136,5.23623860254745,9
7,126,43,128.904761904762,129,126.25,132,121,135.75,4.42253967114566,9
9,212,43,125.287735849057,125,123,127.25,120,132,3.9218963115703,9
10,140,43,109.764285714286,110,107,112,104,117,4.23519123651653,9
13,188,43,116.957446808511,117,114,120,108,127,5.63206042903482,9
15,114,43,143.780701754386,144,141,146.75,136,151,4.16848431088392,9
20,205,43,95.6292682926829,96,93,98,88.2,102,4.17498643313746,9
1,292,44,107.315068493151,107,104,110,100,115,4.72145563298668,9
2,121,44,121.504132231405,122,119,124,114,129,4.90598948045847,9
6,220,44,125.822727272727,126,123,129,119,133,4.87659884266813,9
7,121,44,128.520661157025,129,126,132,118,136,5.65847325338104,9
9,196,44,125.045918367347,125,123,127,119.75,131,3.72970524352238,9
10,124,44,110.120967741935,110,108,112.25,104,117,4.07967945085336,9
13,187,44,116.967914438503,116,113,121,109,127.7,6.66551367178621,9
15,116,44,143.336206896552,143,140,146,135.75,151,4.98509773227164,9
20,219,44,95.9132420091324,96,93,99,88,104,4.66754930401202,9
1,283,45,106.908127208481,107,104,109,99,115,5.22256808497509,9
2,108,45,121.851851851852,122,119,124,115,128.65,4.39373984318857,9
6,236,45,126.398305084746,126,123,130,120,136,5.01171365011835,9
7,134,45,127.694029850746,128,125,131.75,118.3,134.35,5.17545917027295,9
9,192,45,124.916666666667,124,123,127,119,132,4.00436062486405,9
10,127,45,110,110,107,113,102,116,4.23515146559222,9
13,200,45,116.945,117,113,121,107,126,6.49174001652955,9
15,112,45,143.75,144,141,148,134,151,5.43014608334679,9
20,207,45,95.4057971014493,96,93,99,87,103,5.16142950935025,9
1,278,46,107.122302158273,107,104,110,98,116,5.21309158972017,9
2,121,46,121.512396694215,121,119,124,115,128,4.31299529035862,9
6,231,46,126.406926406926,126,123,129,119,136,5.50167915780538,9
7,134,46,128.902985074627,129,126,133,119.65,137,5.3814906996251,9
9,188,46,124.803191489362,125,122,127,119.35,130,3.66200179404739,9
10,135,46,110.42962962963,110,107.5,113,104.7,119,4.46134432042453,9
13,192,46,116.489583333333,116,112,120,106,129,6.06853491840052,9
15,117,46,143.487179487179,144,141,147,135,149,4.42877616903786,9
20,196,46,96.2755102040816,96,93,99,87,104,4.75401177359555,9
1,299,47,107.56856187291,107,104,110,99,117,5.07637787742209,9
2,136,47,122.536764705882,123,120,125,116,129,3.96261807999841,9
6,227,47,125.704845814978,126,123,129,119,134,4.6891065009239,9
7,128,47,128.1015625,129,126.75,131,120,134,4.88100906656339,9
9,178,47,125.449438202247,125,123,127.75,119,132.15,4.0407842723545,9
10,131,47,110.824427480916,111,107.5,114,104,117,4.45918398197306,9
13,200,47,117.52,117,113.75,121,107.95,128.1,6.57156964797536,9
15,129,47,144.209302325581,144,142,147,136,151.6,4.65475969204616,9
20,168,47,95.6309523809524,97,92.75,99,86.35,102,5.13244875524966,9
1,305,48,107.118032786885,107,104,110,100,114.8,4.66924104184141,9
2,143,48,121.951048951049,121,119,125,116.1,130,4.60912852862247,9
6,227,48,126.299559471366,126,123,129,119.3,134,4.87527169923472,9
7,129,48,128.062015503876,128,125,132,119,135,5.1852433916845,9
9,170,48,124.270588235294,125,122,127,117,130,3.90535434388994,9
10,115,48,110.347826086957,110,108,113,103.7,117,4.32666858242234,9
13,219,48,116.744292237443,117,113,120,107,125.1,5.7897728423127,9
15,137,48,143.416058394161,144,141,147,134.8,151.2,5.19139890441876,9
20,151,48,96.0198675496689,97,94,99,87,102,4.4459272728727,9
1,311,49,107.501607717042,108,104.5,111,99,116,5.27983051907292,9
2,137,49,121.897810218978,121,119,124,115,129.2,4.29480649350579,9
6,240,49,126.05,126,123,129,119,133,4.469047430632,9
7,112,49,128.4375,128,125.75,131.25,121,135,4.4494786616367,9
9,179,49,124.798882681564,125,122,127,118.9,131,3.89234323039962,9
10,121,49,110.561983471074,110,108,113,104,120,5.1991867344542,9
13,221,49,117.081447963801,116,113,120,109,127,6.18889545757399,9
15,141,49,143.276595744681,144,141,147,132,151,5.9451136994759,9
20,131,49,95.3053435114504,96,93,98,85.5,102,4.80687509202423,9
1,315,50,107.203174603175,107,105,110,100,115,4.66146857254837,9
2,141,50,122.127659574468,122,120,124,116,129,4.28260779003666,9
6,225,50,126.351111111111,126,124,128,121,134,4.36977352215428,9
7,111,50,127.810810810811,129,126,131,120,133,4.36413797280749,9
9,188,50,125.36170212766,125,123,128,120,131.65,3.663232737981,9
10,118,50,110.194915254237,110,107,113,104,116.3,4.34467642530719,9
13,225,50,115.777777777778,115,111,120,106,128,6.94393648935919,9
15,147,50,143.823129251701,145,141,147,135,149.7,4.58810355705959,9
20,125,50,96.008,96,94,99,88,102,4.90308658545983,9
1,302,51,107.622516556291,107.5,105,111,100,116,4.95929172128454,9
2,147,51,121.666666666667,121,119,124,114.3,128,4.29292717668169,9
6,240,51,126.358333333333,126,123,129,119,136,4.84106532992392,9
7,98,51,128.448979591837,129,126,132,119,135,5.02595828474447,9
9,172,51,124.936046511628,125,123,127,119,132,4.24284503442302,9
10,121,51,110.520661157025,110,108,113,103,119,4.44990481837106,9
13,241,51,116.572614107884,116,113,120,108,127,5.87685405252108,9
15,145,51,144.468965517241,145,143,147,137,151.8,4.72148630731802,9
20,131,51,96.1221374045802,96,93,99,89,102.5,4.86909073925806,9
1,308,52,107.597402597403,108,104,111,100,115.65,4.9096322006369,9
2,135,52,122.074074074074,122,120,125,115.7,128,4.10247400717503,9
6,224,52,125.736607142857,125,123,128.25,118.15,133.85,4.855517790194,9
7,93,52,128.075268817204,128,125,131,121,136,4.51142645700358,9
9,193,52,125.19170984456,125,123,127,119,133.4,4.42878059764062,9
10,111,52,109.765765765766,109,107.5,112,104,116,3.73911743343254,9
13,239,52,116.502092050209,116,113,120,108.9,126,5.73788418606263,9
15,159,52,144.056603773585,144,142,147,136,151,4.9532565467539,9
20,132,52,95.9469696969697,97,93,99,87,105,5.12189491702626,9
1,311,53,107.662379421222,107,104,111,99.5,118,5.31448108085831,9
2,136,53,121.544117647059,122,119,123,115,127.25,3.80032678333465,9
6,237,53,126.464135021097,126,124,129,118,135,5.32779136183573,9
7,96,53,128.677083333333,129,127,132,118,135,5.05026271680711,9
9,192,53,125.151041666667,125,123,127,120,131,3.73649035403466,9
10,111,53,109.954954954955,110,107,112,103,117,4.19390767529062,9
13,245,53,116.465306122449,116,113,120,108,128.8,6.18331808573258,9
15,139,53,143.856115107914,144,141,147,136,150,4.76332783299923,9
20,129,53,95.6046511627907,96,92,99,86.4,104,5.1711619291678,9
1,309,54,107.145631067961,107,104,110,99,116,5.3429303337924,9
2,143,54,121.594405594406,121,119,124,116,127,3.90420099170502,9
6,229,54,125.829694323144,125,123,129,117,134,5.11463246548851,9
7,106,54,129.216981132075,129,126,132,122,137,4.60228663038408,9
9,177,54,124.632768361582,124,123,127,119.8,130.2,3.6689188582039,9
10,94,54,109.563829787234,110,107,112,103.65,116,3.93101401632232,9
13,254,54,116.625984251969,116,113,120,107.65,127,5.94688894783262,9
15,144,54,143.680555555556,144,141,147.25,135,152,5.83173471268453,9
20,141,54,95.4113475177305,96,94,99,87,102,4.89178746470013,9
1,323,55,107.705882352941,107,105,111,100.1,115,4.61332758184594,9
2,140,55,121.907142857143,122,119,124,115,130,4.32143133191116,9
6,239,55,126.200836820084,126,124,129,119,133.1,4.38022668950041,9
7,102,55,129.588235294118,129,126.25,133,122,138.9,5.30337635995935,9
9,182,55,125.043956043956,125,123,127,120,131,3.64263303442325,9
10,93,55,109.978494623656,110,107,113,103,117,4.26558139832446,9
13,226,55,116.544247787611,116,113,120,107.25,127.75,6.26313997293296,9
15,139,55,143.640287769784,144,140.5,147,135.9,151,5.03179340236905,9
20,152,55,96.3881578947368,96,93,100,89.55,104.45,5.06651040756885,9
1,316,56,106.990506329114,107,104,110,99.75,114,4.43541716832844,9
2,152,56,122.585526315789,122,120,125,117,131,4.16456842718827,9
6,254,56,126.271653543307,126,123.25,129,118,135,5.10609025863191,9
7,99,56,127.888888888889,127,124.5,131,121.9,136,5.28163720923516,9
9,170,56,125.529411764706,126,123,127,119.45,132,4.20506382616356,9
10,96,56,109.791666666667,110,107.75,112,103,116.25,3.92271835571273,9
13,212,56,116.481132075472,116,113,120,107,127,6.03344726637456,9
15,148,56,144.047297297297,144.5,141.75,147,136,151,4.56894941623957,9
20,148,56,95.6891891891892,96,93,99,87.35,104.65,5.60472510974452,9
1,309,57,107.132686084142,107,104,110,98,116,5.44081493088819,9
2,153,57,122.339869281046,122,119,126,114.6,131,4.87631682443561,9
6,248,57,126.241935483871,126,123,129,118.35,133.65,4.98235098522278,9
7,85,57,128.835294117647,128,126,131,121.2,136.8,4.92768432726079,9
9,155,57,125.548387096774,125,123,128,118,133,4.14853056192299,9
10,110,57,110.436363636364,110.5,108,113,103.45,117,4.29321477188885,9
13,230,57,116.817391304348,116,113,121,107,127,6.66160557209576,9
15,136,57,144.132352941176,144,141.75,147,137,151.25,4.39158930740116,9
20,171,57,95.7076023391813,96,93,99,89,102,4.30278987262851,9
1,316,58,107.177215189873,107,104,110,98,117,5.21964419798384,9
2,149,58,121.879194630872,121,119,124,116,129,4.21854456725503,9
6,235,58,125.974468085106,126,123,129,118.7,135.3,4.95442770484383,9
7,95,58,128.621052631579,129,126,132,119.7,135.3,5.17600632083952,9
9,167,58,125.017964071856,125,122.5,127,119,132,4.15870846188941,9
10,92,58,109.95652173913,110,107,112.25,103.1,117.35,4.68786847572285,9
13,221,58,116.714932126697,117,113,120,108,128,5.99736333126404,9
15,149,58,143.812080536913,144,141,147,135,151.6,5.05826741985507,9
20,171,58,95.3391812865497,96,92,99,86,102.5,5.11303264757591,9
1,300,59,107.28,107,104,110,99,115,4.99179259495392,9
2,139,59,121.410071942446,121,119,124,116,129,4.05186117485459,9
6,227,59,125.480176211454,125,123,128,118,135,4.9985222563847,9
7,114,59,128.535087719298,128.5,126.25,131,120.65,135,4.52560038467768,9
9,176,59,125.357954545455,125,123,128,119,131,3.76483645149341,9
10,98,59,110.714285714286,110.5,108,113,103.7,119,4.58370039142509,9
13,233,59,116.905579399142,116,113,120,107,128,6.56595278520222,9
15,162,59,144.006172839506,145,142,147,136,149,4.70033289898123,9
20,149,59,95.5436241610738,96,93,99,88,102,4.48342777510104,9
1,297,60,107.407407407407,107,104,110,99,116,4.99246178499893,9
2,132,60,122.340909090909,122,120,124,117,129,3.99585576433664,9
6,212,60,126.75,126,123,129,118.55,138,5.90996828405055,9
7,110,60,128.836363636364,129,126,131,122.45,135,3.90841780965295,9
9,173,60,124.947976878613,125,122,127,119,132,4.15578316011325,9
10,106,60,110.811320754717,110,108,113,105,117,3.85477615321236,9
13,245,60,116.624489795918,116,113,120,106.2,128.8,6.52594226009299,9
15,162,60,143.956790123457,144,142,147,136.1,149,4.3085193165425,9
20,158,60,95.3164556962025,96,92.25,99,86.85,103,5.08411865686993,9
1,301,61,107.448504983389,107,104,110,100,116,5.1776609349662,9
2,137,61,121.985401459854,122,119,125,114,130.4,4.90345826561672,9
6,225,61,126.191111111111,126,123,129,119,135,5.07654894651369,9
7,130,61,128.792307692308,129,126,132.75,120,136,5.36959016212995,9
9,161,61,125.459627329193,125,123,128,120,134,4.09724570415889,9
10,105,61,110.314285714286,110,108,113,103,116.8,4.45342194643254,9
13,264,61,116.871212121212,117,113,120.25,107.15,126,6.45594052845321,9
15,155,61,143.587096774194,144,141,147,136.7,150,4.78469841464907,9
20,122,61,95.9672131147541,96,94,99,86.15,104,5.20796342903574,9
1,315,62,107.304761904762,107,104,110,99,116.3,5.11359585833353,9
2,147,62,121.850340136054,121,119,124,115,129.7,4.72729431359532,9
6,240,62,126.1375,126,123,129,119,135,4.93406844102847,9
7,127,62,128.275590551181,129,126,131,121,135,4.44128746769489,9
9,149,62,125.510067114094,125,123,127,119.4,132.6,4.26110227089574,9
10,92,62,110.380434782609,110,107,113.25,102.1,120,5.24738007114832,9
13,262,62,116.847328244275,116,113,120,109,126,5.84994126105068,9
15,152,62,143.703947368421,144,141,146.25,135,150,5.06754223614292,9
20,114,62,96.1666666666667,97,93,99,88,104,5.21895230164481,9
1,316,63,107.398734177215,108,104,111,99,115,5.24684621634776,9
2,147,63,121.816326530612,122,119,124.5,115,128,4.54809972084272,9
6,257,63,126.143968871595,126,123,129,118,135,5.00455774759641,9
7,133,63,129.075187969925,129,126,132,121.6,137.4,4.64598891868905,9
9,151,63,124.986754966887,125,122,127.5,119,131,3.96314143908909,9
10,88,63,109.522727272727,109,107,111.25,104,116,3.85059264800327,9
13,254,63,116.515748031496,116,113,120,107,126,6.03462899163616,9
15,149,63,143.503355704698,144,140,147,135.4,151,5.01164072108265,9
20,102,63,95.2745098039216,95,92.25,98,88,102.95,4.82394371087034,9
1,309,64,106.847896440129,107,104,110,99,115,5.57005302403301,9
2,152,64,121.618421052632,121.5,119,124,114,129,4.52210788704454,9
6,259,64,126.3861003861,126,123,129,119,134,4.5184333745698,9
7,134,64,129.350746268657,129,126,132,122,138,4.82514943893644,9
9,152,64,126.243421052632,126,123.75,129,120,133.45,4.76326549256562,9
10,94,64,110.212765957447,110,107,112,104.65,117.35,4.18875181045396,9
13,242,64,116.421487603306,116,112,120,108,126,5.83700040358607,9
15,149,64,144.268456375839,145,141,147,136,151,4.95742805004721,9
20,105,64,95.7619047619048,96,93,99,86.2,103,5.12633436573387,9
1,289,65,107.508650519031,107,104,111,99,117,5.31318733256331,9
2,148,65,122.25,122,120,125,115,129,4.26642484433758,9
6,249,65,126.417670682731,127,124,129,118,134,4.8053071504814,9
7,144,65,128.458333333333,129,126,131,121,135.85,4.65731246971464,9
9,152,65,124.697368421053,124,122,127,119,131.9,4.13199352762969,9
10,86,65,110.232558139535,109,108,112,106,116,3.94871362107787,9
13,256,65,116.67578125,116,113,120,108,126.25,6.38690137634647,9
15,171,65,144.093567251462,144,141,147,137,150.5,4.57261858558902,9
20,101,65,96,96,93,99,89,103,5,9
